,Review_title,Review_text,Ratings
5607,Value-for-money,"Just one word - Amazing !!
Very much satisfied with the performance of the watch and the features that it has. No other watches has these many features at this price range. Just go with it and you'll definitely love it.
* Display of the watch is good and satisfactory, it is visible clearly in the sunlight even though it is not an amoled display. * Temperature,spo2,HRM, stress trackers are just awesome, I've verfied the accuracy of these metrics with the other health monitoring devices and th...
READ MORE",4
5608,Terrific,"The best smartwatch available right now with all the latest features and an unbelievably affordable price range. I especially liked the wide range of modes available on it like treadmill, cycling, etc. One thing I feel is missing which would make the watch more awesome is the double-tap screen wake option.",5
5609,Terrific purchase,"I am fully satisfied with the product,just loved the red colour it give a sporty look and that flat screen gives it classic premium touch in this budget,Battery backup is decent (at least 10 days) ,Activity tracking accuracy is good,loved the body temperature measurement feature,Overall highly recommended product.",5
5610,Fair,"Features are so much but all notification are so commonly showing us. It's a smart watch and i was expecting all smart things in this but everything is average.

1. Bad Font selection- If you compare MI smart band 4 or 5 with this than you would found band more impressive because this watch font so boring and out dated.
2. Photo notification- every excercise notification, water notification even movement notification is like photo.
Not moving anything. So out dated feature.
3. Camera Shutter...
READ MORE",3
5611,Terrible product,"This product is pathetic. Never buy this product. It never shows you correct step count. If you do crunches, leg rises, when you are laying on floor then also it shows you step count. If you are standing in a place but your body is shaking then it shows step count. I hv bought another smart watch also that is truke horizon gps under 2000 in offer that show 99.9% accurate result and built quality is top notch. I am not any robot or giving fake review. This is my personal feedback. If you buy y...
READ MORE",1
5612,Very Good,"Just amazing products at lowest price with best brand
Sensors are also accurate sometime I'm getting little bit fluctuate readings but it's ok and one more future I love is Customisable quick reply over all just amazing product go for it....",4
5613,Excellent,"Extremely good product . Value for money and it's build system is really good and tracking is better and smart elegant look it's fashionable build by noise
Thank you noise for this awesome product",5
5614,Fabulous!,It is too good and useful good-looking .👍👍👍charging is good and it very good also in sunlight 🌞🌞🌞you can see it in sunlight ☀️☀️☀️and the best thing is that it is waterproof also don't think just go for it ❤️❤️❤️,5
5615,Really Nice,"This is my first impression review..
so it's pretty good looking ( go for the lime green), display is quite big, the strap quality is also nice.. but those who are used to with analog watch they might feel sweat in the wrist after wearing it for sometime.. easy to pair with phone & all the modes are working, though don't know how much accurate they are..",4
5616,Highly recommended,"Nice smart watch at this price.
You can go blindly for this.
Big screen and looking as premium smart watch.
I'm so impressed with this product.
Battery backup also very good.
It's gives me 15 days backup with full used.",5
5617,Very Good,Watch looking good and build quality also good.. activity tracking also very good .. but km tracking is not good.. if we walk or run 5 km it will displayed 2.5 km... This one issue i observing in this watch.. another all features are very good .. if u buy under 2k it will the best watch compared to other watches..,4
5618,Simply awesome,"Just awesome...I have bought it for 2.5k and now when I see it's available at 2000 I regretted for a little while😅..but it's fine...
The watch looks very premium not like other smartwatches in this price range...
It's simply awesome adding with a bunch of features...🔥🔥❤
So if you wanna buy it then I suggest it'll be worthy for you...",5
5619,Terrific,I think best smartwatch. Charging time is fast . Watch face upload time is 48 second . Watch face Not available enough .,5
5620,Just wow!,"Well the features and the functionàlity of the watch is pretty decent, screen is smooth no lag, excellent battery life charging is pretty fast, killer looks. Used it for two weeks now and had no problem in connectivity, charging n whatsoever. Overall a 9.2/10 value for money.",5
5621,Fabulous!,Best smart watch under 2k activity tracker accurate and battery also good 🙏😎,5
5622,Classy product,"I have used this product for 1 day and it works awesome and all the features were working good value of money
You can buy this product",5
5623,Wonderful,Great watch in budget track step quite good in this price rang. Short and simple best watch in this price range.,5
5624,Brilliant,Best product in this price range nice in look and comfortable in wearing but screen size is Little bit small any way the product is awesome,5
5625,Really Nice,"1.good product
2.awesome display
3.value for money
4.good features
5.baterry and charger are good work
6.strap is very smooth and good quality
7.but music control is not good
8.watch connectivity working is not properly work",4
5626,Awesome,Best Product Ever at this cool price... Super Design. Love it,5
5627,Mind-blowing purchase,This watch is very nice but the one thing is that it should have a metal body... otherwise very nice watch love it...🤩🤩,5
5628,Terrific,This watch is quite a good one the activity tracking is quite accurate and the design is also pretty good so considering everything in this price bracket I would say that it is quite a good smartwatch out there,5
5629,Decent product,"The watch is good and well equipped with lots of features but its build quality is not satisfying.
The watch does not give a premium look and the strap is also not of good quality. The activity tracking is also not that much accurate but I am satisfied with the notifications that come up in the watch.
To be honest, it's really useful when your mobile is in your pocket and you don't want to miss the calls or important messages because the watch will notify you. Also this watch provides an eas...
READ MORE",3
5630,Delightful,very good product in terms of design and looks and for show off and in this range a feature wise good product . only one flaw which i found out in it was its step counting feature . it is not accurate and works very slowly,4
5631,Simply awesome,"It's awesome , very easy to handle . High brightness no problems in outdoors, BT connectivity is good . Design is good .battary backup is also fine . In one word worth of money",5
5632,Terrific,"It's a very good watch, I personally loved this.
It's very comfortable to wear
I am happy with this watch.",5
